supplier_id,supplier_name,product_type,inventory_count,delivery_status,delivery_days,warehouse_location,shipment_cost,order_quantity,timestamp
S809,Mahindra Logistics,Brake System,395,In Transit,10,California,1619,55,2026-05-17 22:07:21.199935
S810,Mahindra Logistics,Brake System,480,Delivered,10,Chicago,5434,15,2026-04-28 22:07:21.199935
S811,Tesla Parts Ltd,Sensor Module,495,Delivered,11,New York,3584,75,2026-04-17 22:07:21.199935
S812,Tesla Parts Ltd,Motor Controller,172,Delivered,14,New York,3503,16,2026-04-22 22:07:21.199935
S813,Tata Components,Motor Controller,406,Delayed,11,Chicago,9005,75,2026-05-02 22:07:21.199935
S814,Continental Supply,Tyre,297,In Transit,5,Dallas,2535,38,2026-05-13 22:07:21.199935
S815,Bosch Mobility,Brake System,280,Delivered,9,California,9592,34,2026-04-18 22:07:21.199935
S816,Bosch Mobility,Tyre,461,Delivered,12,New York,4753,17,2026-04-18 22:07:21.199935
S817,Mahindra Logistics,Brake System,229,Delayed,5,California,5164,43,2026-04-26 22:07:21.199935
S818,Mahindra Logistics,EV Battery,149,In Transit,8,Toronto,5034,48,2026-05-16 22:07:21.199935
S819,Mahindra Logistics,Motor Controller,178,Delivered,8,Toronto,4896,87,2026-05-13 22:07:21.199935
S820,Tata Components,Sensor Module,403,Delivered,8,California,6344,13,2026-04-28 22:07:21.199935
S821,Tata Components,Motor Controller,374,Delayed,12,New York,7592,88,2026-05-15 22:07:21.199935
S822,Tesla Parts Ltd,EV Battery,316,Delayed,3,California,5456,32,2026-05-01 22:07:21.199935
S823,Tata Components,EV Battery,233,Delivered,7,California,4518,88,2026-05-05 22:07:21.199935
S824,Tesla Parts Ltd,Motor Controller,492,Delivered,5,California,5807,89,2026-04-28 22:07:21.199935
S825,Bosch Mobility,Sensor Module,213,In Transit,1,Dallas,4066,44,2026-04-30 22:07:21.199935
S826,Tata Components,Motor Controller,196,Delayed,13,Chicago,3007,50,2026-04-25 22:07:21.199935
S827,Bosch Mobility,Brake System,161,In Transit,2,New York,2887,29,2026-04-25 22:07:21.199935
S828,Continental Supply,Tyre,192,Delivered,15,Dallas,1593,88,2026-04-29 22:07:21.199935
S829,Mahindra Logistics,Tyre,259,In Transit,10,New York,8831,34,2026-04-21 22:07:21.199935
S830,Mahindra Logistics,Sensor Module,368,Delayed,5,Chicago,8741,26,2026-05-06 22:07:21.199935
S831,Continental Supply,Brake System,167,Delivered,2,Toronto,2776,83,2026-05-10 22:07:21.199935
S832,Continental Supply,Brake System,368,Delayed,4,Dallas,5574,35,2026-04-27 22:07:21.199935
S833,Continental Supply,Brake System,107,Delayed,3,Toronto,7976,44,2026-04-24 22:07:21.199935
S834,Tata Components,EV Battery,116,Delayed,8,California,6038,80,2026-04-21 22:07:21.199935
S835,Bosch Mobility,EV Battery,204,In Transit,15,Chicago,1247,75,2026-05-06 22:07:21.199935
S836,Tesla Parts Ltd,EV Battery,329,In Transit,13,California,8623,64,2026-04-23 22:07:21.199935
S837,Continental Supply,Sensor Module,131,Delivered,5,New York,6990,94,2026-05-11 22:07:21.199935
S838,Tesla Parts Ltd,Sensor Module,331,Delivered,13,Dallas,3186,26,2026-05-14 22:07:21.199935
S839,Continental Supply,Tyre,294,Delayed,15,Chicago,4467,34,2026-04-22 22:07:21.199935
S840,Mahindra Logistics,Brake System,93,Delayed,5,California,6643,33,2026-05-03 22:07:21.199935
S841,Tesla Parts Ltd,EV Battery,70,In Transit,1,California,2984,89,2026-05-15 22:07:21.199935
S842,Tesla Parts Ltd,Brake System,207,Delivered,2,Dallas,4248,45,2026-04-26 22:07:21.199935
S843,Tesla Parts Ltd,Tyre,147,In Transit,14,Chicago,8155,91,2026-05-02 22:07:21.199935
S844,Bosch Mobility,Brake System,166,Delayed,10,California,6838,25,2026-05-10 22:07:21.199935
S845,Mahindra Logistics,Sensor Module,100,In Transit,8,Dallas,7016,65,2026-04-18 22:07:21.199935
S846,Bosch Mobility,Tyre,384,Delayed,9,Dallas,3436,28,2026-05-02 22:07:21.199935
S847,Continental Supply,Brake System,471,In Transit,12,Toronto,3008,24,2026-04-24 22:07:21.199935
S848,Continental Supply,Tyre,298,In Transit,10,California,2306,90,2026-05-15 22:07:21.199935
S849,Bosch Mobility,EV Battery,383,Delayed,12,Chicago,6375,54,2026-04-24 22:07:21.199935
S850,Mahindra Logistics,Tyre,351,In Transit,12,Dallas,3169,68,2026-05-10 22:07:21.199935
S851,Mahindra Logistics,Tyre,464,Delayed,13,California,1515,67,2026-04-29 22:07:21.199935
S852,Tata Components,Tyre,174,In Transit,11,Chicago,9873,11,2026-04-28 22:07:21.199935
S853,Bosch Mobility,EV Battery,387,Delayed,4,Toronto,2763,81,2026-05-09 22:07:21.199935
S854,Mahindra Logistics,Brake System,286,In Transit,13,Dallas,4853,93,2026-05-13 22:07:21.199935
S855,Bosch Mobility,Tyre,418,In Transit,15,California,8897,57,2026-04-26 22:07:21.199935
S856,Tata Components,Motor Controller,415,In Transit,6,California,3733,47,2026-04-26 22:07:21.199935
S857,Mahindra Logistics,Brake System,481,In Transit,4,Dallas,3708,16,2026-05-03 22:07:21.199935
S858,Continental Supply,Brake System,360,Delayed,15,California,5804,98,2026-05-16 22:07:21.199935
S859,Continental Supply,Sensor Module,492,In Transit,1,New York,6746,59,2026-04-20 22:07:21.199935
S860,Tata Components,Sensor Module,188,Delayed,4,California,8327,28,2026-05-11 22:07:21.199935
S861,Mahindra Logistics,Motor Controller,324,Delivered,1,Toronto,9792,26,2026-05-09 22:07:21.199935
S862,Mahindra Logistics,Sensor Module,195,In Transit,14,Dallas,4463,80,2026-04-24 22:07:21.199935
S863,Tata Components,Tyre,242,Delayed,13,Toronto,9910,79,2026-05-15 22:07:21.199935
S864,Continental Supply,Brake System,476,In Transit,13,California,7784,27,2026-05-13 22:07:21.199935
S865,Tesla Parts Ltd,Motor Controller,100,Delayed,3,Dallas,9901,21,2026-04-25 22:07:21.199935
S866,Tesla Parts Ltd,Sensor Module,402,Delayed,8,New York,9817,84,2026-05-02 22:07:21.199935
S867,Tesla Parts Ltd,Motor Controller,69,Delivered,6,Dallas,2994,86,2026-04-17 22:07:21.199935
S868,Tesla Parts Ltd,Sensor Module,279,Delayed,3,Chicago,7172,30,2026-04-17 22:07:21.199935
S869,Bosch Mobility,Motor Controller,273,Delayed,3,New York,1429,47,2026-05-14 22:07:21.199935
S870,Bosch Mobility,Tyre,441,In Transit,2,Dallas,7256,100,2026-05-12 22:07:21.199935
S871,Tata Components,Sensor Module,120,In Transit,3,Chicago,7964,56,2026-05-03 22:07:21.199935
S872,Tata Components,Brake System,68,Delivered,7,Toronto,5819,80,2026-04-28 22:07:21.199935
S873,Tata Components,Sensor Module,64,Delayed,8,Toronto,5202,37,2026-05-08 22:07:21.199935
S874,Continental Supply,Sensor Module,152,Delayed,14,Dallas,1563,36,2026-04-17 22:07:21.199935
S875,Continental Supply,Brake System,218,Delayed,6,Chicago,4172,93,2026-04-29 22:07:21.199935
S876,Tata Components,Sensor Module,365,In Transit,15,Toronto,5776,58,2026-05-03 22:07:21.199935
S877,Continental Supply,Sensor Module,210,Delayed,1,Chicago,3625,99,2026-04-20 22:07:21.199935
S878,Tata Components,Sensor Module,356,Delivered,9,California,1961,31,2026-04-19 22:07:21.199935
S879,Mahindra Logistics,Tyre,112,Delivered,2,Dallas,5780,52,2026-05-08 22:07:21.199935
S880,Continental Supply,Sensor Module,348,Delayed,9,Chicago,9651,53,2026-05-12 22:07:21.199935
S881,Mahindra Logistics,Tyre,475,Delayed,7,New York,5427,77,2026-04-29 22:07:21.199935
S882,Tata Components,Brake System,145,Delivered,12,California,4599,67,2026-04-21 22:07:21.199935
S883,Bosch Mobility,Tyre,440,Delivered,4,California,5253,33,2026-05-17 22:07:21.199935
S884,Bosch Mobility,Brake System,261,Delivered,13,Toronto,9583,92,2026-04-26 22:07:21.199935
S885,Bosch Mobility,Brake System,134,In Transit,9,Toronto,9349,20,2026-04-29 22:07:21.199935
S886,Bosch Mobility,Brake System,174,In Transit,2,Dallas,3257,71,2026-04-17 22:07:21.199935
S887,Tesla Parts Ltd,Motor Controller,218,Delayed,1,California,7669,10,2026-04-22 22:07:21.199935
S888,Tesla Parts Ltd,Tyre,275,Delivered,13,Chicago,5631,49,2026-04-28 22:07:21.199935
S889,Mahindra Logistics,Sensor Module,408,Delivered,7,Dallas,3374,52,2026-05-08 22:07:21.199935
S890,Bosch Mobility,Sensor Module,292,In Transit,1,Chicago,6162,53,2026-04-21 22:07:21.199935
S891,Bosch Mobility,Sensor Module,341,In Transit,6,New York,5037,73,2026-05-12 22:07:21.199935
S892,Bosch Mobility,Sensor Module,232,Delivered,9,California,6280,60,2026-05-09 22:07:21.199935
S893,Mahindra Logistics,Tyre,177,Delayed,12,California,1897,14,2026-05-09 22:07:21.199935
S894,Tesla Parts Ltd,Motor Controller,334,In Transit,8,New York,6346,33,2026-04-29 22:07:21.199935
S895,Continental Supply,Tyre,327,In Transit,5,California,3233,79,2026-05-10 22:07:21.199935
S896,Tesla Parts Ltd,Brake System,336,Delayed,12,Dallas,4549,31,2026-05-16 22:07:21.199935
S897,Mahindra Logistics,Tyre,404,Delayed,10,Chicago,9773,98,2026-05-03 22:07:21.199935
S898,Tesla Parts Ltd,EV Battery,390,Delayed,12,New York,3558,73,2026-04-26 22:07:21.199935
S899,Tesla Parts Ltd,EV Battery,209,Delivered,14,California,2037,98,2026-04-24 22:07:21.199935
S900,Tesla Parts Ltd,Brake System,119,Delivered,7,Dallas,6174,13,2026-05-09 22:07:21.199935
S901,Continental Supply,EV Battery,104,Delivered,1,California,8763,35,2026-05-06 22:07:21.199935
S902,Tesla Parts Ltd,Motor Controller,291,In Transit,13,California,3868,60,2026-05-17 22:07:21.199935
S903,Continental Supply,Brake System,213,In Transit,9,Dallas,6033,38,2026-04-25 22:07:21.199935
S904,Bosch Mobility,Tyre,67,Delayed,6,Chicago,6234,74,2026-05-15 22:07:21.199935
S905,Tata Components,EV Battery,57,Delivered,11,Chicago,8008,55,2026-04-28 22:07:21.199935
S906,Continental Supply,EV Battery,68,Delivered,11,Dallas,1219,88,2026-05-08 22:07:21.199935
S907,Mahindra Logistics,EV Battery,241,Delivered,15,Dallas,5676,30,2026-04-18 22:07:21.199935
S908,Continental Supply,Sensor Module,286,In Transit,9,New York,3328,55,2026-05-11 22:07:21.199935
S909,Tata Components,Brake System,391,In Transit,12,New York,4220,37,2026-05-14 22:07:21.199935
S910,Bosch Mobility,EV Battery,276,Delayed,14,Toronto,2682,26,2026-05-15 22:07:21.199935
S911,Tata Components,Tyre,62,In Transit,12,California,5573,72,2026-05-07 22:07:21.199935
S912,Tata Components,EV Battery,444,Delivered,2,Toronto,4281,10,2026-05-09 22:07:21.199935
S913,Bosch Mobility,EV Battery,275,Delayed,7,Dallas,8667,47,2026-04-23 22:07:21.199935
S914,Continental Supply,Sensor Module,385,Delayed,10,New York,7162,40,2026-05-12 22:07:21.199935
S915,Tesla Parts Ltd,Motor Controller,365,Delivered,13,California,4485,45,2026-04-18 22:07:21.199935
S916,Mahindra Logistics,EV Battery,481,Delayed,10,California,1218,78,2026-04-28 22:07:21.199935
S917,Tesla Parts Ltd,EV Battery,69,Delivered,2,New York,4444,64,2026-04-27 22:07:21.199935
S918,Mahindra Logistics,Tyre,411,Delayed,7,Toronto,8199,77,2026-05-08 22:07:21.199935
S919,Tata Components,Motor Controller,206,Delayed,10,Dallas,2529,59,2026-04-26 22:07:21.199935
S920,Bosch Mobility,Tyre,459,Delivered,5,California,3376,60,2026-05-01 22:07:21.199935
S921,Mahindra Logistics,Motor Controller,370,In Transit,14,New York,3415,13,2026-04-25 22:07:21.199935
S922,Mahindra Logistics,Tyre,100,In Transit,3,Dallas,8806,67,2026-05-03 22:07:21.199935
S923,Tata Components,Sensor Module,227,Delivered,5,Dallas,7642,91,2026-04-26 22:07:21.199935
S924,Continental Supply,Brake System,438,Delivered,6,New York,5205,51,2026-04-28 22:07:21.199935
S925,Tesla Parts Ltd,Motor Controller,428,In Transit,2,California,6704,12,2026-05-07 22:07:21.199935
S926,Continental Supply,EV Battery,142,In Transit,11,Chicago,3266,59,2026-05-16 22:07:21.199935
S927,Tesla Parts Ltd,Motor Controller,350,Delayed,10,Dallas,9820,20,2026-04-24 22:07:21.199935
S928,Bosch Mobility,Tyre,93,In Transit,14,Toronto,9496,70,2026-05-17 22:07:21.199935
S929,Bosch Mobility,Tyre,432,Delivered,11,Toronto,3287,57,2026-05-08 22:07:21.199935
S930,Continental Supply,Motor Controller,319,Delivered,10,California,8195,80,2026-04-29 22:07:21.199935
S931,Tata Components,Brake System,410,In Transit,13,Toronto,2102,89,2026-04-27 22:07:21.199935
S932,Bosch Mobility,Brake System,124,Delayed,11,Dallas,1477,96,2026-05-03 22:07:21.199935
S933,Mahindra Logistics,Sensor Module,275,Delayed,6,Dallas,5334,65,2026-04-26 22:07:21.199935
S934,Mahindra Logistics,Tyre,358,Delayed,7,New York,5962,55,2026-05-08 22:07:21.199935
S935,Continental Supply,Sensor Module,284,Delivered,12,California,1231,67,2026-05-14 22:07:21.199935
S936,Continental Supply,Motor Controller,198,Delayed,7,Chicago,7109,87,2026-04-28 22:07:21.199935
S937,Tata Components,Sensor Module,207,Delivered,12,Dallas,5561,59,2026-04-22 22:07:21.199935
S938,Bosch Mobility,Tyre,323,Delayed,6,Chicago,2206,80,2026-05-10 22:07:21.199935
S939,Continental Supply,Motor Controller,315,In Transit,7,Toronto,7653,38,2026-04-20 22:07:21.199935
S940,Bosch Mobility,Brake System,129,In Transit,4,New York,5544,24,2026-04-27 22:07:21.199935
S941,Tesla Parts Ltd,Motor Controller,268,Delivered,9,Dallas,5467,84,2026-05-03 22:07:21.199935
S942,Mahindra Logistics,Sensor Module,109,Delivered,2,Dallas,6893,87,2026-05-10 22:07:21.199935
S943,Continental Supply,Tyre,479,In Transit,6,Chicago,8550,93,2026-05-06 22:07:21.199935
S944,Tesla Parts Ltd,Motor Controller,135,Delayed,14,New York,2459,80,2026-05-02 22:07:21.199935
S945,Tata Components,Motor Controller,137,In Transit,3,Chicago,7296,49,2026-04-19 22:07:21.199935
S946,Mahindra Logistics,Tyre,390,In Transit,14,New York,7874,58,2026-04-21 22:07:21.199935
S947,Tata Components,Motor Controller,338,In Transit,10,Toronto,3480,10,2026-05-04 22:07:21.199935
S948,Continental Supply,Tyre,453,In Transit,4,Dallas,4842,76,2026-04-21 22:07:21.199935
S949,Tesla Parts Ltd,Tyre,274,In Transit,9,New York,7656,42,2026-05-13 22:07:21.199935
S950,Tata Components,EV Battery,364,Delayed,3,Toronto,5172,78,2026-04-18 22:07:21.199935
S951,Tesla Parts Ltd,Sensor Module,321,Delayed,5,Dallas,7721,35,2026-05-10 22:07:21.199935
S952,Bosch Mobility,Brake System,316,In Transit,10,Dallas,1281,37,2026-05-13 22:07:21.199935
S953,Tata Components,EV Battery,96,In Transit,4,New York,9468,99,2026-05-05 22:07:21.199935
S954,Mahindra Logistics,EV Battery,458,Delivered,15,Dallas,1979,18,2026-05-16 22:07:21.199935
S955,Tata Components,Sensor Module,308,Delayed,1,Dallas,6147,17,2026-05-14 22:07:21.199935
S956,Tesla Parts Ltd,Sensor Module,424,Delivered,13,California,3045,56,2026-04-26 22:07:21.199935
S957,Tesla Parts Ltd,EV Battery,80,Delivered,4,Chicago,4939,81,2026-04-17 22:07:21.199935
S958,Tesla Parts Ltd,EV Battery,229,In Transit,4,Chicago,1312,78,2026-05-13 22:07:21.199935
S959,Tata Components,Motor Controller,438,Delivered,6,Dallas,5061,23,2026-05-08 22:07:21.199935
S960,Mahindra Logistics,Motor Controller,111,Delivered,2,New York,2343,84,2026-04-26 22:07:21.199935
S961,Mahindra Logistics,Brake System,55,In Transit,9,Dallas,6863,17,2026-04-29 22:07:21.199935
S962,Tesla Parts Ltd,Tyre,309,In Transit,11,Toronto,4740,38,2026-05-01 22:07:21.199935
S963,Tesla Parts Ltd,Brake System,219,Delivered,11,Toronto,2435,78,2026-05-06 22:07:21.199935
S964,Bosch Mobility,Motor Controller,453,Delayed,2,Dallas,9387,27,2026-04-22 22:07:21.199935
S965,Bosch Mobility,EV Battery,385,Delayed,13,New York,9323,99,2026-04-17 22:07:21.199935
S966,Continental Supply,Brake System,260,Delivered,9,Toronto,6708,43,2026-05-15 22:07:21.199935
S967,Tesla Parts Ltd,Brake System,365,In Transit,3,Dallas,8643,53,2026-05-06 22:07:21.199935
S968,Tesla Parts Ltd,EV Battery,226,Delivered,15,Toronto,6646,94,2026-05-05 22:07:21.199935
S969,Bosch Mobility,Brake System,460,Delivered,8,Toronto,7528,60,2026-04-20 22:07:21.199935
S970,Continental Supply,Tyre,235,In Transit,1,California,7992,87,2026-04-19 22:07:21.199935
S971,Tata Components,Sensor Module,271,In Transit,14,Dallas,1892,85,2026-05-03 22:07:21.199935
S972,Tata Components,Tyre,351,In Transit,7,Dallas,9646,16,2026-05-15 22:07:21.199935
S973,Tesla Parts Ltd,Sensor Module,331,In Transit,3,Toronto,4643,54,2026-04-27 22:07:21.199935
S974,Tata Components,EV Battery,160,In Transit,6,California,1064,79,2026-04-29 22:07:21.199935
S975,Mahindra Logistics,Brake System,82,Delivered,14,New York,6483,61,2026-04-23 22:07:21.199935
S976,Bosch Mobility,EV Battery,106,Delivered,9,New York,6568,49,2026-04-20 22:07:21.199935
S977,Bosch Mobility,Sensor Module,154,Delayed,9,Dallas,1764,12,2026-05-07 22:07:21.199935
S978,Tesla Parts Ltd,Brake System,143,Delayed,8,Chicago,1358,11,2026-05-10 22:07:21.199935
S979,Tata Components,Brake System,126,In Transit,13,California,4969,68,2026-04-20 22:07:21.199935
S980,Mahindra Logistics,Brake System,96,In Transit,3,Dallas,5267,94,2026-04-22 22:07:21.199935
S981,Continental Supply,Motor Controller,141,Delayed,11,California,7941,15,2026-04-18 22:07:21.199935
S982,Bosch Mobility,Brake System,267,Delayed,11,Dallas,4383,62,2026-05-15 22:07:21.199935
S983,Continental Supply,EV Battery,202,Delayed,14,Toronto,8424,49,2026-05-16 22:07:21.199935
S984,Bosch Mobility,Brake System,184,Delivered,5,New York,5834,54,2026-04-23 22:07:21.199935
S985,Bosch Mobility,Sensor Module,375,Delayed,5,Toronto,8237,15,2026-05-16 22:07:21.199935
S986,Mahindra Logistics,EV Battery,278,Delayed,14,Chicago,9444,30,2026-05-02 22:07:21.199935
S987,Mahindra Logistics,Tyre,171,Delayed,1,New York,7957,97,2026-04-27 22:07:21.199935
S988,Tesla Parts Ltd,Tyre,247,In Transit,6,Toronto,4225,46,2026-04-18 22:07:21.199935
S989,Tata Components,Motor Controller,269,Delayed,5,Chicago,4822,96,2026-05-05 22:07:21.199935
S990,Continental Supply,Brake System,350,Delayed,7,California,3786,31,2026-05-11 22:07:21.199935
S991,Bosch Mobility,Tyre,318,In Transit,1,Chicago,7071,60,2026-05-05 22:07:21.199935
S992,Continental Supply,Tyre,156,Delivered,7,Chicago,1923,100,2026-05-14 22:07:21.199935
S993,Continental Supply,Tyre,258,In Transit,11,Chicago,6310,100,2026-05-07 22:07:21.199935
S994,Tata Components,Tyre,57,Delivered,4,Chicago,9522,76,2026-05-09 22:07:21.199935
S995,Tata Components,Motor Controller,383,Delayed,12,Toronto,6116,26,2026-04-17 22:07:21.199935
S996,Bosch Mobility,EV Battery,480,In Transit,8,New York,8519,79,2026-04-27 22:07:21.199935
S997,Mahindra Logistics,Sensor Module,271,Delayed,3,New York,6390,25,2026-04-19 22:07:21.199935
S998,Mahindra Logistics,Tyre,435,Delivered,6,Dallas,5019,93,2026-04-26 22:07:21.199935
S999,Bosch Mobility,EV Battery,102,In Transit,11,Dallas,4201,52,2026-04-22 22:07:21.199935
S1000,Continental Supply,Motor Controller,318,Delivered,3,Toronto,1636,50,2026-04-23 22:07:21.199935
